상품명,색깔,카테고리,RGB,패턴재질,모양,계절,평균평점,스타일,종합점수
[La belle rose]베리유 플레어 카라원피스,크림,미니원피스,"244, 243, 237",무지,플레어,겨울   ,0,하객룩,0.02
[La belle rose]허밍 테일러드카라 블라우스,네이비,블라우스,"0, 0, 129",무지,카라,여름   ,0,하객룩,-0.91
[La belle rose]허밍 테일러드카라 블라우스,라일락,블라우스,"220, 205, 230",무지,카라,여름   ,0,하객룩,-0.91
[La belle rose]허밍 테일러드카라 블라우스,아이보리,블라우스,"254, 255, 239",무지,카라,여름   ,0,하객룩,-0.91
로하디 진주 퍼프미니원피스,블랙,미니원피스,"0, 0, 0",무지,브이넥,여름   ,4.864864865,하객룩,0
로하디 진주 퍼프미니원피스,퍼플,미니원피스,"204, 166, 208",무지,브이넥,여름   ,4.864864865,하객룩,0
빈스 슬림핏 자켓원피스(벨트set),그레이,미니원피스,"169, 169, 169",무지,단추,가을   ,4.769230769,하객룩,0
빈스 슬림핏 자켓원피스(벨트set),베이지,미니원피스,"214, 208, 174",무지,단추,가을   ,4.769230769,하객룩,0
빈스 슬림핏 자켓원피스(벨트set),베이지 ,미니원피스,"214, 208, 174",무지,단추,가을   ,4.769230769,하객룩,0
빈스 슬림핏 자켓원피스(벨트set),핑크,미니원피스,"255, 191, 202",무지,단추,가을   ,4.769230769,하객룩,0
소안 뷔스티에 롱원피스,그레이,롱원피스,"169, 169, 169",무지,뷔스티에,봄 가을 겨울 ,4.694444444,하객룩,0
수잔 스퀘어 미니원피스,베이지,미니원피스,"214, 208, 174",무지,스퀘어넥,봄   ,4.544303797,하객룩,0
수잔 스퀘어 미니원피스,베이지 ,미니원피스,"214, 208, 174",무지,스퀘어넥,봄   ,4.544303797,하객룩,0
수잔 스퀘어 미니원피스,아이보리,미니원피스,"254, 255, 239",무지,스퀘어넥,봄   ,4.544303797,하객룩,0
시앤 배색카라 롱원피스,핑크,롱원피스,"255, 191, 202",배색,카라,여름   ,4.888888889,하객룩,0
아미르 머메이드 뷔스티에원피스,베이지,롱원피스,"215, 177, 112",무지,뷔스티에,봄 가을  ,5,하객룩,0
아미르 머메이드 뷔스티에원피스,블랙,롱원피스,"0, 0, 0",무지,뷔스티에,봄 가을  ,5,하객룩,0
오비르 퀼팅 체인백,블랙,크로스백,"0, 0, 0",무지,크로스백,봄 여름 가을 겨울,4.716666667,하객룩,-0.04
오비르 퀼팅 체인백,아이보리,크로스백,"254, 255, 239",무지,크로스백,봄 여름 가을 겨울,4.716666667,하객룩,-0.04
피오드 셔링 블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,봄 가을  ,5,하객룩,0
헬싱키 스퀘어 하프자켓,베이지,자켓,"193, 177, 144",무지,스퀘어넥,여름   ,5,하객룩,-0.25
[La belle rose]로앤 슬림 라운드크롭티,라벤더,티셔츠,"204, 140, 206",시스루,크롭,겨울   ,0,하이틴,0
[La belle rose]로앤 슬림 라운드크롭티,블랙,티셔츠,"0, 0, 0",시스루,크롭,겨울   ,0,하이틴,0
[La belle rose]로앤 슬림 라운드크롭티,아이보리,티셔츠,"254, 255, 239",시스루,크롭,겨울   ,0,하이틴,0
[La belle rose]로앤 슬림 라운드크롭티,핑크베이지,티셔츠,"222, 207, 194",시스루,크롭,겨울   ,0,하이틴,0
[1+1♥] 라이 크롭 여름니트,베이지,니트/스웨터,"241, 225, 174",네트,크롭,여름   ,0,,0
[1+1♥] 라이 크롭 여름니트,아이보리,니트/스웨터,"254, 255, 239",네트,크롭,여름   ,0,러블리,0
[3일간 10% 오픈세일♥/La belle rose]비커밍 리본 골지꼬임티,블랙,티셔츠,"0, 0, 0",골지,꼬임,겨울   ,0,러블리,0
[3일간 10% 오픈세일♥/La belle rose]비커밍 리본 골지꼬임티,아이보리,티셔츠,"254, 255, 239",골지,꼬임,겨울   ,0,청순,0
[3일간 10% 오픈세일♥/La belle rose]비커밍 리본 골지꼬임티,퍼플,티셔츠,"206, 192, 212",골지,꼬임,겨울   ,0,청순,0
[5천장돌파]키코 시스루랩티,베이지,티셔츠,"231, 216, 203",시스루,랩,봄 가을  ,0,청순,0
[5천장돌파]키코 시스루랩티,스카이블루,티셔츠,"184, 214, 229",시스루,랩,봄 가을  ,0,로맨틱,0
[DAYOME LABEL]포뮬 트위드스커트(+기장추가 옵션+),네이비,미니스커트,"32, 42, 82",트위드,H라인,봄 가을 겨울 ,0,로맨틱,0
[DAYOME LABEL]포뮬 트위드자켓,네이비,자켓,"0, 0, 129",트위드,포켓,봄 가을 겨울 ,0,러블리,0
[DAYONE LABEL/1+1♥]버디 나시 롱원피스,베이지,롱원피스,"215, 177, 112",무지,유넥,여름   ,0,러블리,0
[DAYONE LABEL/1+1♥]버디 나시 롱원피스,블랙,롱원피스,"0, 0, 0",무지,유넥,여름   ,0,섹시,0
[DAYONE LABEL/1+1♥]버디 나시 롱원피스,스카이블루,롱원피스,"163, 219, 231",무지,유넥,여름   ,0,섹시,0
[DAYONE LABEL]누브 보트넥롱원피스,블랙,롱원피스,"0, 0, 0",무지,보트넥,봄 가을  ,0,섹시,0
[DAYONE LABEL]뉴트 백리본티 (+컬러추가),아이보리,티셔츠,"254, 255, 239",무지,리본,여름   ,0,섹시,0
[DAYONE LABEL]뉴트 백리본티 (+컬러추가),핑크,티셔츠,"255, 191, 202",무지,리본,여름   ,0,러블리,0
[DAYONE LABEL]덴타 그레이 슬림일자 데님팬츠,그레이,일자바지,"169, 169, 169",데님,슬림,봄 여름 가을 ,0,러블리,0
[DAYONE LABEL]도어 스트라이프셔츠,스카이블루,셔츠/남방,"176, 221, 255",스트라이프,카라,여름   ,0,섹시,0
[DAYONE LABEL]돌체 자켓원피스(벨트set),베이지,미디원피스,"212, 182, 140",무지,단추,겨울   ,0,캐쥬얼,0
[DAYONE LABEL]돌체 자켓원피스(벨트set),블랙,미니원피스,"0, 0, 0",무지,단추,겨울   ,0,오피스,0
[DAYONE LABEL]드망 스퀘어롱원피스,화이트,롱원피스,"255, 255, 255",무지,스퀘어넥,봄 가을  ,0,오피스,0
[DAYONE LABEL]라브 폴라티,브라운,티셔츠,"190, 140, 88",무지,폴라,겨울   ,0,청순,0
[DAYONE LABEL]라브 폴라티,차콜,티셔츠,"71, 71, 71",무지,폴라,겨울   ,0,심플베이직,0
[DAYONE LABEL]라브 폴라티,핑크,티셔츠,"255, 191, 202",무지,폴라,겨울   ,0,심플베이직,0
[DAYONE LABEL]로네 블라우스,딥코랄,블라우스,"209, 97, 97",무지,카라,봄 여름 가을 ,0,심플베이직,0
[DAYONE LABEL]로네 블라우스,소프트베이지,블라우스,"242, 211, 189",무지,카라,봄 여름 가을 ,0,청순,0
[DAYONE LABEL]로더 트렌치원피스(벨트set),연베이지,미디원피스,"222, 204, 192",무지,카라,가을 겨울  ,0,청순,0
[DAYONE LABEL]머브 헤링본스커트(울30%),브라운,미니스커트,"158, 124, 76",헤링본,A라인,겨울   ,0,오피스,0
[DAYONE LABEL]머브 헤링본스커트(울30%),블랙,미니스커트,"0, 0, 0",헤링본,A라인,겨울   ,0,심플베이직,0
[DAYONE LABEL]보느 스퀘어블라우스,아이보리,블라우스,"254, 255, 239",무지,스퀘어넥,봄 가을  ,0,심플베이직,0
[DAYONE LABEL]빈체 체크뷔스티에원피스,베이지,롱스커트,"209, 201, 161",체크,뷔스티에,여름   ,0,청순,0
[DAYONE LABEL]빈체 체크뷔스티에원피스,베이지 ,롱스커트,"209, 201, 161",체크,뷔스티에,여름   ,0,러블리,0
[DAYONE LABEL]빈체 체크뷔스티에원피스,핑크,롱스커트,84110188,체크,뷔스티에,여름   ,0,러블리,0
[DAYONE LABEL]빌리 린넨티셔츠,베이지,티셔츠,"231, 216, 203",린넨,유넥,여름   ,0,러블리,0
[DAYONE LABEL]빌리 린넨티셔츠,화이트,티셔츠,"255, 255, 255",린넨,유넥,여름   ,0,심플베이직,0
[DAYONE LABEL]얼리 유넥티,그린,티셔츠,"173, 229, 170",무지,유넥,여름   ,0,심플베이직,0
[DAYONE LABEL]얼리 유넥티,아이보리,티셔츠,"254, 255, 239",무지,유넥,여름   ,0,청순,0
[DAYONE LABEL]얼리 유넥티,퍼플,티셔츠,"206, 192, 212",무지,유넥,여름   ,0,청순,0
[DAYONE LABEL]얼리 유넥티,핑크,티셔츠,"255, 191, 202",무지,유넥,여름   ,0,청순,0
[DAYONE LABEL]오투 생지데님스커트,블랙,미니원피스,"0, 0, 0",데님,H라인,봄 가을  ,0,청순,0
[DAYONE LABEL]와이드 스트레이트핏 데님팬츠,라이트블루,와이드팬츠,"158, 189, 215",무지,스퀘어넥,봄 여름 가을 ,0,모던시크,-0.1
[DAYONE LABEL]텀즈 하이숏팬츠,블랙,반바지,"0, 0, 0",무지,포켓,여름   ,0,심플베이직,0
[DAYONE LABEL]투핀턱 세미와이드슬랙스,블랙,슬랙스,"0, 0, 0",무지,와이드,봄 가을  ,0,심플베이직,0
[DAYONE LABEL]투핀턱 세미와이드슬랙스,블랙 ,슬랙스,"0, 0, 0",무지,와이드,봄 가을  ,0,심플베이직,0
[DAYONE LABEL]투핀턱 세미와이드슬랙스,아이보리,슬랙스,"254, 255, 239",무지,와이드,봄 가을  ,0,심플베이직,0
[DAYONE LABEL]퍼시 베이직셔츠,옐로우,셔츠/남방,"243, 225, 154",린넨,카라,여름   ,0,심플베이직,0
[DAYONE LABEL]페어리 스키니진,블루,스키니,"90, 114, 150",무지,슬림,봄 여름 가을 ,0,심플베이직,0
[DAYONE LABEL]포츠 트렌치원피스(벨트set),네이비,미디원피스,"65, 80, 125",무지,단추,봄 가을  ,0,심플베이직,0
[DAYONE LABEL]포츠 트렌치원피스(벨트set),베이지,미디원피스,"212, 182, 140",무지,단추,봄 가을  ,0,오피스,0
[DAYONE LABEL]포츠 트렌치원피스(벨트set),베이지 ,미디원피스,"212, 182, 140",무지,단추,봄 가을  ,0,오피스,0
[DAYONE LABEL]폴릿 크림 슬림일자팬츠(히든밴딩),크림,일자바지,192192192,무지,슬림,봄 여름 가을 ,0,오피스,0
[DAYONE LABEL]플리에 레이스원피스,아이보리,미니원피스,"254, 255, 239",레이스,라운드넥,봄 가을  ,0,심플베이직,0
[La belle rose/1+1♥]글램 버튼 뷔스티에원피스,그레이,미니원피스,"169, 169, 169",무지,뷔스티에,여름   ,0,청순,0
[La belle rose/1+1♥]글램 버튼 뷔스티에원피스,딥블루,미니원피스,"14, 49, 95",무지,뷔스티에,여름   ,0,섹시,0
[La belle rose/1+1♥]글램 버튼 뷔스티에원피스,베이지,미니원피스,"214, 208, 174",무지,뷔스티에,여름   ,0,섹시,0
[La belle rose/1+1♥]글램 버튼 뷔스티에원피스,퍼플,미니원피스,"204, 166, 208",무지,뷔스티에,여름   ,0,섹시,0
[La belle rose/1+1♥]버티 청순 골지반팔티,블루,티셔츠,"128, 142, 213",골지,유넥,여름   ,0,섹시,0
[La belle rose/1+1♥]버티 청순 골지반팔티,옐로우,티셔츠,"253, 235, 0",골지,유넥,여름   ,0,청순,0
[La belle rose/1+1♥]버티 청순 골지반팔티,퍼플,티셔츠,84110188,골지,유넥,여름   ,0,청순,0
[La belle rose/1+1♥]코렛 5부 유넥티,피치,티셔츠,"245, 199, 178",무지,유넥,여름   ,0,청순,0
[La belle rose] 로망드 라운드카라 롱원피스,라벤더,롱원피스,"210, 202, 230",무지,카라,봄 가을  ,0,캐쥬얼,0
[La belle rose] 로망드 라운드카라 롱원피스,베이지,롱원피스,"215, 177, 112",무지,카라,봄 가을  ,0,하객룩,0
[La belle rose] 로망드 라운드카라 롱원피스,크림,롱원피스,"240, 237, 225",무지,카라,봄 가을  ,0,하객룩,0
[La belle rose] 로망드 라운드카라 롱원피스,핑크베이지,롱원피스,"216, 207, 203",무지,카라,봄 가을  ,0,하객룩,0
[La belle rose] 솔리드 핀턱원피스(벨트set),스트라이프,롱원피스,"153, 212, 255",스트라이프,핀턱,여름   ,0,하객룩,0
[La belle rose] 솔리드 핀턱원피스(벨트set),아이보리,롱원피스,"254, 255, 239",스트라이프,핀턱,여름   ,0,심플베이직,0
[La belle rose]겔러 백리본 배색티,스카이블루,티셔츠,"184, 214, 229",배색,리본,봄 가을  ,0,심플베이직,0
[La belle rose]겔러 백리본 배색티,아이보리,티셔츠,"254, 255, 239",배색,리본,봄 가을  ,0,러블리,0
[La belle rose]뉴트 백리본티 (+컬러추가),블루,티셔츠,"0, 1, 252",무지,리본,여름   ,0,러블리,0
[La belle rose]달링유 셔링 랩 블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,여름   ,0,러블리,0.13
[La belle rose]데일리 여리핏 슬림유넥티,블랙,티셔츠,"0, 0, 0",무지,유넥,봄 가을  ,0,페미닌,0
[La belle rose]데일리 여리핏 슬림유넥티,옐로우,티셔츠,"245, 230, 160",무지,유넥,봄 가을  ,0,심플베이직,0
[La belle rose]데일리 여리핏 슬림유넥티,퍼플,티셔츠,"206, 192, 212",무지,유넥,봄 가을  ,0,심플베이직,0
[La belle rose]드망 스퀘어롱원피스,화이트,롱원피스,"255, 255, 255",체크,브이넥,봄 여름 가을 ,0,심플베이직,0
[La belle rose]랑데뷰 스퀘어넥 썸머니트,라이트베이지,니트/스웨터,"225, 204, 164",골지,스퀘어넥,여름   ,0,청순,-0.09
[La belle rose]랑데뷰 스퀘어넥 썸머니트,샤베트핑크,니트/스웨터,"244, 193, 200",골지,스퀘어넥,여름   ,0,페미닌,-0.09
[La belle rose]러브 퍼프 스퀘어티,스카이블루,티셔츠,"184, 214, 229",무지,스퀘어넥,봄 가을  ,0,페미닌,0
[La belle rose]러브 퍼프 스퀘어티,핑크베이지,티셔츠,"222, 207, 194",무지,스퀘어넥,봄 가을  ,0,러블리,0
[La belle rose]러브 퍼프 스퀘어티??오픈이벤트 10%할인중??,핑크베이지,티셔츠,"222, 207, 194",무지,스퀘어넥,봄 가을  ,0,러블리,0
[La belle rose]러브 퍼프 스퀘어티??오픈이벤트 10%할인중??,블랙,티셔츠,"0, 0, 0",무지,스퀘어넥,봄 가을  ,0,러블리,0
[La belle rose]러브 퍼프 스퀘어티??오픈이벤트 10%할인중??,스카이블루,티셔츠,"184, 214, 229",무지,스퀘어넥,봄 가을  ,0,러블리,0
[La belle rose]러브 퍼프 스퀘어티??오픈이벤트 10%할인중??,아이보리,티셔츠,"254, 255, 239",무지,스퀘어넥,봄 가을  ,0,러블리,0
[La belle rose]러브 퍼프 스퀘어티??오픈이벤트 10%할인중??,핑크베이지,티셔츠,"222, 207, 194",무지,스퀘어넥,봄 가을  ,0,러블리,0
[La belle rose]로네 블라우스,소프트베이지,블라우스,"242, 211, 189",무지,셔링,봄 가을  ,0,러블리,0
[La belle rose]로네 블라우스,화이트,블라우스,"255, 255, 255",무지,셔링,봄 가을  ,0,청순,0
[La belle rose]로니원 셔링 반팔블라우스,로즈워터,블라우스,"210, 163, 162",무지,셔링,봄 가을  ,0,청순,-0.19
[La belle rose]로니원 셔링 반팔블라우스,아이보리,블라우스,"254, 255, 239",무지,셔링,봄 가을  ,0,오피스,-0.19
[La belle rose]로니원 셔링 반팔블라우스,캐시미어블루,블라우스,"172, 189, 208",무지,셔링,봄 가을  ,0,오피스,-0.19
[La belle rose]로렌느 하트넥 블라우스,레드,블라우스,"194, 16, 11",무지,하트넥,봄 가을  ,0,오피스,0
[La belle rose]로미오 브이 롱원피스,스카이블루,롱원피스,"163, 219, 231",무지,브이넥,봄 가을  ,0,러블리,0
[La belle rose]로미오 브이 롱원피스,크림,롱원피스,"240, 237, 225",무지,브이넥,봄 가을  ,0,청순,0
[La belle rose]로미오 브이 롱원피스,핑크,롱원피스,"255, 191, 202",무지,브이넥,봄 가을  ,0,청순,0
[La belle rose]로미오 브이 롱원피스,핑크베이지,롱원피스,"204, 160, 158",무지,브이넥,봄 가을  ,0,청순,0
[La belle rose]루나 캉캉 미니원피스(스트랩set/+4cm기장추가옵션),아이보리,미니원피스,"254, 255, 239",무지,셔링,여름   ,0,청순,0
[La belle rose]루나 캉캉 미니원피스(스트랩set/+4cm기장추가옵션),핑크,미니원피스,"255, 191, 202",무지,셔링,여름   ,0,러블리,0
[La belle rose]마린 브이 여름니트,베이지,니트/스웨터,"223, 211, 199",골지,브이넥,여름   ,0,러블리,0
[La belle rose]마린 브이 여름니트,블랙,니트/스웨터,"0, 0, 0",골지,브이넥,여름   ,0,청순,0
[La belle rose]멜란 롱스커트,블랙,롱스커트,"0, 0, 0",무지,H라인,봄 가을  ,0,청순,0
[La belle rose]멜리 도트 뷔스티에원피스,블랙,미니원피스,"0, 0, 0",도트,뷔스티에,봄 여름 가을 ,0,러블리,-0.4
[La belle rose]멜트 슬림핏 자켓원피스,오트밀,미니원피스,"210, 208, 204",골지,브이넥,겨울   ,0,러블리,0
[La belle rose]모빌 퍼프 스퀘어티,퍼플,티셔츠,"206, 192, 212",무지,셔링,봄 가을  ,0,섹시,0
[La belle rose]베린 레드 도트원피스,레드,미니원피스,"194, 16, 11",도트,하트넥,봄 가을  ,0,청순,0
[La belle rose]블러쉬 트위드 자켓원피스,아이보리,미니원피스,"254, 255, 239",무지,카라,여름   ,0,러블리,0
[La belle rose]블룸 카라 셔츠원피스(+4cm기장추가옵션),아이보리,미니원피스,"254, 255, 239",무지,카라,여름   ,0,하객룩,0
[La belle rose]솔리드 핀턱원피스(벨트set),아이보리,롱원피스,"254, 255, 239",무지,핀턱,봄 여름  ,0,심플베이직,-0.09
[La belle rose]시드 뷔스티에 플레어원피스,블랙,미디원피스,"0, 0, 0",골지,플레어,여름   ,0,심플베이직,0
[La belle rose]시드 뷔스티에 플레어원피스,핑크,미디원피스,"255, 186, 187",골지,플레어,여름   ,0,러블리,0
[La belle rose]앤솝 캉캉 미니스커트,클린화이트,미니스커트,"252, 252, 252",무지,셔링,봄 여름 가을 ,0,러블리,-1.12
[La belle rose]얼리 유넥티,퍼플,티셔츠,"206, 192, 212",무지,라운드넥,여름   ,0,러블리,0
[La belle rose]에스더 썸머 트위드원피스,아이보리,미니원피스,"254, 255, 239",트위드,포켓,여름   ,0,청순,-0.16
[La belle rose]엘리야 플라워 쉬폰원피스,퍼플,미디원피스,"182, 149, 222",플라워,라운드넥,봄 가을  ,0,하객룩,-0.03
[La belle rose]웨더 브이트임티,아이보리,티셔츠,"254, 255, 239",시스루,브이넥,봄 여름 가을 ,0,로맨틱,0
[La belle rose]웨더 브이트임티,피치,티셔츠,"245, 199, 178",시스루,브이넥,봄 여름 가을 ,0,청순,0
[La belle rose]유리아 새틴 원피스,아이보리,미니원피스,"254, 255, 239",무지,브이넥,겨울   ,0,청순,0
[La belle rose]제넌 스퀘어 플라워원피스,아이보리,미니원피스,"254, 255, 239",플라워,스퀘어넥,봄 가을  ,0,로맨틱,0
[La belle rose]케론 백리본 플레어롱스커트,아이보리,롱스커트,"254, 255, 239",무지,플레어,봄 여름 가을 ,0,청순,0
[La belle rose]테시스 체크 숏자켓(울50%),브라운,자켓,"158, 120, 71",체크,크롭,가을 겨울  ,0,청순,-0.18
[La belle rose]티르 체크 보트넥 롱원피스,블랙,롱원피스,"0, 0, 0",체크,보트넥,여름   ,0,심플베이직,-2.89
[La belle rose]퍼니 입술넥원피스,베이지,미니원피스,"214, 208, 174",무지,보트넥,봄   ,0,러블리,0
[La belle rose]퍼니 입술넥원피스,블랙,미니원피스,"0, 0, 0",무지,보트넥,봄   ,0,심플베이직,0
[La belle rose]퍼니 입술넥원피스,핑크,미니원피스,"255, 191, 202",무지,보트넥,봄   ,0,심플베이직,0
[La belle rose]폴인 스퀘어 롱 원피스,스카이블루,롱원피스,"163, 219, 231",무지,스퀘어넥,여름   ,0,심플베이직,-1.16
[La belle rose]프랄린 머메이드 롱스커트,블랙,롱스커트,"0, 0, 0",무지,머메이드,봄 여름 가을 ,0,청순,0
[La belle rose]프랄린 머메이드 롱스커트,샌드베이지 ,롱스커트,"232, 224, 200",무지,머메이드,봄 여름 가을 ,0,섹시,0
[La belle rose]프리미엄 알베르 베이직 울자켓(울50%),토프브라운,자켓,"153, 130, 95",무지,단추,겨울   ,0,섹시,0
[La belle rose]플랜트 카라 미니원피스,네이비,미니원피스,"0, 0, 129",무지,카라,봄 여름  ,0,심플베이직,0
[La belle rose]플랜트 카라 미니원피스,스카이블루,미니원피스,"145, 197, 223",무지,카라,봄 여름  ,0,심플베이직,0
[La belle rose]플랜트 카라 미니원피스,크림베이지,미니원피스,"239, 231, 209",무지,카라,봄 여름  ,0,심플베이직,0
[La belle rose]플랜트 카라 미니원피스,크림베이지 ,미니원피스,"239, 231, 209",무지,카라,봄 여름  ,0,심플베이직,0
[La belle rose]플로라 스퀘어 롱원피스,네이비,롱원피스,"0, 0, 129",플라워,브이넥,여름   ,0,심플베이직,0
[La belle rose]히어 뷔스티에원피스&랩가디건set,베이지,미니원피스,"214, 208, 174",무지,랩,여름   ,0,청순,0
[기획특가]데이즈 오프숄더블라우스,핑크,블라우스,"255, 191, 202",무지,오프숄더,여름   ,0,섹시,0
[램스울40%]테일러 브이넥니트,그레이,니트/스웨터,"169, 169, 169",무지,브이넥,겨울   ,0,캠퍼스,0
[램스울40%]테일러 브이넥니트,베이지,니트/스웨터,"223, 211, 199",무지,브이넥,겨울   ,0,심플베이직,0
[램스울50%]포쉐트 골지 니트롱스커트,블랙,롱스커트,"0, 0, 0",골지,트임,겨울   ,0,심플베이직,0
[울100%]부아드 핸드메이드 로브코트(벨트set),베이지,코트,90102116,헤링본,로브,겨울   ,0,심플베이직,0
[울20%]멘타인 브이니트,라이트그레이,니트/스웨터,"222, 222, 222",무지,브이넥,봄   ,0,로맨틱,0
[울20%]멘타인 브이니트,아이보리,니트/스웨터,"254, 255, 239",무지,브이넥,봄   ,0,심플베이직,0
[울20%]멘타인 브이니트,핑크,니트/스웨터,"255, 191, 202",무지,브이넥,봄   ,0,심플베이직,0
[울30%]노즈 양브이 골지니트,핑크,니트/스웨터,"255, 191, 202",골지,브이넥,봄 여름  ,0,심플베이직,0
[울30%]메이비 울 미니스커트,블랙,미니스커트,"0, 0, 0",무지,A라인,가을 겨울  ,0,청순,0
[울30%]메이비 울 미니스커트,아이보리,미니스커트,"254, 255, 239",무지,A라인,가을 겨울  ,0,청순,0
[울30%]샌더스 울 롱스커트,블랙,롱스커트,"0, 0, 0",무지,H라인,겨울   ,0,청순,0
[울30%]샌더스 울 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,H라인,겨울   ,0,심플베이직,0
[울40%]그레이스 울 플리츠스커트,브라운,미니스커트,"158, 124, 76",무지,플리츠,가을 겨울  ,0,심플베이직,0
[울40%]넘버링 패디드 트위드자켓,아이보리,자켓,"236, 236, 236",트위드,단추,겨울   ,0,러블리,0
[울45%]뉴라 램스울 니트롱스커트,그레이,롱스커트,"169, 169, 169",무지,트임,가을 겨울  ,0,오피스,0
[울45%]뉴라 램스울 니트롱스커트,차콜,롱스커트,"71, 71, 71",무지,트임,가을 겨울  ,0,심플베이직,0
[울50%]에븐 라운드 골지가디건,옐로우,가디건,"231, 234, 101",골지,라운드넥,겨울   ,0,심플베이직,0
[울50%]테로 롱코트(벨트set),그레이,코트,"65,53,41",무지,로브,겨울   ,0,청순,0
[울60%]노스 캐시미어 브이니트,스카이블루,니트/스웨터,"148, 193, 215",무지,브이넥,겨울   ,0,심플베이직,0
[울60%]노스 캐시미어 브이니트,아이보리,니트/스웨터,"254, 255, 239",무지,브이넥,겨울   ,0,청순,0
[울60%]드헨 울더블롱코트(누빔안감),그레이,코트,"36,30,29",무지,카라,겨울   ,0,청순,0
[울60%]레어리 랩 브이니트,베이지,니트/스웨터,"223, 211, 199",무지,브이넥,가을   ,0,캐주얼,0
[울60%]레어리 랩 브이니트,블랙,니트/스웨터,"0, 0, 0",무지,브이넥,가을   ,0,캠퍼스,0
[울60%]레어리 랩 브이니트,스카이블루,니트/스웨터,"148, 193, 215",무지,브이넥,가을   ,0,캠퍼스,0
[울60%]레어리 랩 브이니트,크림,니트/스웨터,"243, 229, 196",무지,브이넥,가을   ,0,캠퍼스,0
[울60%]아인 울체크 미니스커트,블랙,미니스커트,"0, 0, 0",체크,A라인,가을 겨울  ,0,캠퍼스,0
[울70%]호웰 카라골지 로브가디건(벨트set),아이보리,가디건,"254, 255, 239",골지,로브,겨울   ,0,러블리,0
[울70%]호웰 카라골지 로브가디건(벨트set),어텀그레이,가디건,"141, 140, 134",골지,로브,겨울   ,0,로맨틱,0
[울80%]노매럴 하프싱글 핸드메이드코트(벨트set),베이지,코트,202193175,무지,로브,겨울   ,0,로맨틱,0
[울80%]노매럴 하프싱글 핸드메이드코트(벨트set),블랙,코트,172160144,무지,로브,겨울   ,0,심플베이직,0
[울80%]노매럴 하프싱글 핸드메이드코트(벨트set),아이보리,코트,"69,59,56",무지,로브,겨울   ,0,심플베이직,0
[울80%]메이든 핸드메이드 로브코트(벨트set),브라운,코트,"0,0,0",무지,로브,겨울   ,0,심플베이직,0
[울80%]카세트 크롭가디건,로즈핑크,가디건,"187, 140, 139",무지,셔링,가을 겨울  ,0,로맨틱,0
[울80%]카세트 크롭가디건,브라운,가디건,"157, 135, 75",무지,셔링,가을 겨울  ,0,청순,0
[울90%]드센 로브 핸드메이드코트(벨트set),오트밀,코트,"21,21,21",무지,로브,겨울   ,0,청순,0
♥특가 이벤트 4종 모음전♥,소라,티셔츠,"154, 214, 255",무지,브이넥,여름   ,4.382352941,로맨틱,-2.44
3일만에 1100장 돌파/ [La belle rose]러브 퍼프 스퀘어티,블랙,티셔츠,"0, 0, 0",무지,스퀘어넥,봄 여름 가을 ,4.382352941,청순,0
3일만에 1100장 돌파/ [La belle rose]러브 퍼프 스퀘어티,스카이블루,티셔츠,"184, 214, 229",무지,스퀘어넥,봄 여름 가을 ,4.382352941,러블리,0
3일만에 1100장 돌파/ [La belle rose]러브 퍼프 스퀘어티,아이보리,티셔츠,"254, 255, 239",무지,스퀘어넥,봄 여름 가을 ,4.382352941,러블리,0
3일만에 1100장 돌파/ [La belle rose]러브 퍼프 스퀘어티,핑크베이지,티셔츠,"222, 207, 194",무지,스퀘어넥,봄 여름 가을 ,4.382352941,러블리,0
5000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,블랙,티셔츠,"0, 0, 0",무지,스퀘어넥,봄 여름 가을 ,4.382352941,러블리,0
5000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,스카이블루,티셔츠,"184, 214, 229",무지,스퀘어넥,봄 여름 가을 ,4.382352941,심플베이직,0
5000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,아이보리,티셔츠,"254, 255, 239",무지,스퀘어넥,봄 여름 가을 ,4.382352941,심플베이직,0
7000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,블랙,티셔츠,"0, 0, 0",무지,스퀘어넥,봄 여름 가을 ,4.382352941,심플베이직,0
7000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,스카이블루,티셔츠,"184, 214, 229",무지,스퀘어넥,봄 여름 가을 ,4.382352941,심플베이직,0
7000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,아이보리,티셔츠,"254, 255, 239",무지,스퀘어넥,봄 여름 가을 ,4.382352941,심플베이직,0
7000장 돌파!/ [La belle rose]러브 퍼프 스퀘어티,핑크베이지,티셔츠,"222, 207, 194",무지,스퀘어넥,봄 여름 가을 ,4.382352941,심플베이직,0
겐트 베이직 롱스커트,아이보리,롱스커트,"254, 255, 239",무지,H라인,봄   ,4.857142857,심플베이직,-0.08
고델 브이니트,핑크,니트/스웨터,"255, 191, 202",무지,브이넥,가을   ,5,심플베이직,0
고디 브이 퍼프원피스,민트,미니원피스,"188, 229, 230",무지,퍼프,여름   ,5,청순,0
